ano,uf,cod_ibge,pib_mil_rs,pib_per_capita_rs
2010,RS,430467,129263.585,33229.71
2010,RS,430468,102902.432,8860.97
2010,RS,430469,35820.153,13588.83
2010,RS,430470,1157959.005,19526.8
2010,RS,430471,47901.841,6550.23
2010,RS,430480,1010716.574,40118.94
2010,RS,430485,19432.03,12092.12
2010,RS,430490,214235.046,24772.79
2010,RS,430495,53011.493,17629.36
2010,RS,430500,151585.977,16259.36
2010,RS,430510,16471201.247,37822.92
2010,RS,430511,31708.941,10687.21
2010,RS,430512,52861.429,8254.44
2010,RS,430513,44612.992,10016.39
2010,RS,430515,28000.345,11584.75
2010,RS,430517,88898.006,8647.67
2010,RS,430520,382027.847,28747.67
2010,RS,430530,223012.52,23782.93
2010,RS,430535,885720.392,25046.53
2010,RS,430537,47095.69,13568.33
2010,RS,430540,87422.351,21617.79
2010,RS,430543,77517.069,13096.31
2010,RS,430544,56075.087,11342.05
2010,RS,430545,134801.453,10652.87
2010,RS,430550,78475.814,15943.89
2010,RS,430558,34201.304,14132.77
2010,RS,430560,86792.076,24448.47
2010,RS,430570,167681.632,25592.43
2010,RS,430580,133239.082,13678.17
2010,RS,430583,21569.551,14116.2
2010,RS,430585,54683.221,22256.09
2010,RS,430587,46137.753,18762.81
2010,RS,430590,147487.379,19035.54
2010,RS,430593,24512.278,14210.02
2010,RS,430595,59292.59,15137.25
2010,RS,430597,96159.506,34026.72
2010,RS,430600,191327.841,13583.8
2010,RS,430605,91589.797,12581.02
2010,RS,430607,30002.008,10616.42
2010,RS,430610,1426495.562,22705.86
2010,RS,430613,35044.528,16368.3
2010,RS,430620,157715.323,12790.15
2010,RS,430630,72399.965,15460.17
2010,RS,430632,44273.15,13878.73
2010,RS,430635,23040.781,8039.35
2010,RS,430637,53181.814,17356.99
2010,RS,430640,947058.173,34348.55
2010,RS,430642,56592.396,26236.62
2010,RS,430645,56791.707,17314.54
2010,RS,430650,142956.808,9941.36
2010,RS,430655,42202.57,16550.03
2010,RS,430660,622454.952,15994.83
2010,RS,430670,36876.453,10842.83
2010,RS,430673,87693.03,16505.37
2010,RS,430675,30805.683,15175.21
2010,RS,430676,682531.696,19878.6
2010,RS,430680,438226.355,21362.31
2010,RS,430690,224790.148,9161.27
2010,RS,430692,28613.182,18701.43
2010,RS,430693,140455.348,15714.4
2010,RS,430695,308156.722,100050.88
2010,RS,430697,46475.978,15648.48
2010,RS,430700,2397415.406,24945.79
2010,RS,430705,68797.766,22279.07
2010,RS,430710,57417.808,8497.53
2010,RS,430720,52430.561,10147.2
2010,RS,430730,103634.405,13154.91
2010,RS,430740,93010.505,29350.11
2010,RS,430745,35742.159,10923.64
2010,RS,430750,292440.206,19188.99
2010,RS,430755,106867.324,17778.63
2010,RS,430760,890155.403,20901.06
2010,RS,430770,2096485.969,25988.74
2010,RS,430780,854164.541,27888.36
2010,RS,430781,64586.825,17802.32
2010,RS,430783,91912.211,32861
2010,RS,430786,40801.153,15820.53
2010,RS,430790,1853766.242,29128.49
2010,RS,430800,98131.752,14708
2010,RS,430805,28684.637,11174.38
2010,RS,430807,117144.02,31686.24
2010,RS,430810,230756.159,18671.1
2010,RS,430820,746720.309,27518.71
2010,RS,430825,31200.848,15461.27
2010,RS,430830,100063.248,9341.23
2010,RS,430840,84746.936,12082.54
2010,RS,430843,38520.398,15576.38
2010,RS,430845,113382.985,24772.34
2010,RS,430850,620513.163,21509.75
2010,RS,430860,1013878.185,33033.96
2010,RS,430865,60232.275,18630.46
2010,RS,430870,98412.101,16788.14
2010,RS,430880,95969.663,11354.67
2010,RS,430885,49232.963,29357.76
2010,RS,430890,291019.976,18013.12
2010,RS,430900,377335.491,22085.78
2010,RS,430905,291730.028,42371.83
2010,RS,430910,904019.544,27988.22
2010,RS,430912,23739.455,10462.52
2010,RS,430915,39745.879,10011.56
2010,RS,430920,7295812.593,28525.79
2010,RS,430925,31262.338,19563.42
2010,RS,430930,2910559.909,30563.48
2010,RS,430940,426314.611,18689.81
2010,RS,430950,159411.113,19644.01
2010,RS,430955,64604.211,15186.7
2010,RS,430957,34769.612,11770.35
2010,RS,430960,892861.01,48657.28
2010,RS,430965,72552.527,11996.12
2010,RS,430970,79616.578,16185.52
2010,RS,430975,45653.08,10444.54
2010,RS,430980,99491.191,21123.4
2010,RS,430990,133081.495,18547.94
2010,RS,430995,51996.378,12803.84
2010,RS,431000,505810.82,26191.53
2010,RS,431010,1020677.165,32235.64
2010,RS,431020,1627125.376,20617.4
2010,RS,431030,61038.242,14894.64
2010,RS,431033,251065.699,14211
2010,RS,431036,109756.149,36283.02
2010,RS,431040,103774.031,15680.57
2010,RS,431041,31648.384,13960.47
2010,RS,431043,109156.058,18141.28
2010,RS,431046,51187.755,26331.15
2010,RS,431050,77344.943,9574.76
2010,RS,431053,50051.672,9988.36
2010,RS,431055,45253.535,13151.27
2010,RS,431057,29265.802,12522.81
2010,RS,431060,685709.827,17966.51
2010,RS,431065,34598.532,13363.67
2010,RS,431070,37035.497,8879.28
2010,RS,431075,31949.76,14819
2010,RS,431080,507996.992,25557.03
2010,RS,431085,56777.966,13811.23
2010,RS,431087,38898.438,15515.93
2010,RS,431090,68574.613,18891.08
2010,RS,431100,328128.447,11743.2
2010,RS,431110,137335.218,11965.08
2010,RS,431112,39914.814,9555.86
2010,RS,431113,74745.611,20907.86
2010,RS,431115,205159.037,24631.89
2010,RS,431120,409433.39,20911.86
2010,RS,431123,29700.745,11157.3
2010,RS,431125,53268.608,8612.55
2010,RS,431127,40527.502,25361.39
2010,RS,431130,548331.252,19918.31
2010,RS,431140,2118848.156,29642.12
2010,RS,431142,23661.552,9514.09
2010,RS,431150,120059.815,15655.21
2010,RS,431160,56213.179,9725.46
2010,RS,431162,158708.773,30351.65
2010,RS,431164,24367.993,15004.92
2010,RS,431170,74352.153,13481.8
2010,RS,431171,124069.926,26164.05
2010,RS,431173,24518.815,8181.12
2010,RS,431175,100888.295,14261.85
2010,RS,431177,57592.684,8337.1
2010,RS,431179,53774.754,21280.08
2010,RS,431180,1103373.725,30326.63
2010,RS,431190,58725.049,11438.46
2010,RS,431198,40071.865,10634.78
2010,RS,431200,25665.963,11613.56
2010,RS,431205,45269.169,11128.11
2010,RS,431210,50651.952,9910.38
2010,RS,431213,52401.262,21215.09
2010,RS,431215,95302.486,24632.33
2010,RS,431217,27643.164,15365.85
2010,RS,431220,58587.496,11939.58
2010,RS,431225,86218.662,11298.47
2010,RS,431230,55125.628,11354.4
2010,RS,431235,33903.045,21986.41
2010,RS,431237,31182.007,10065.21
2010,RS,431238,74076.503,27744.01
2010,RS,431240,1840974.076,30974.06
2010,RS,431242,46598.778,16951.17
2010,RS,431244,35750.23,11224.56
2010,RS,431245,60068.795,9640.31
2010,RS,431247,90962.044,16014.44
2010,RS,431250,200167.952,16501.89
2010,RS,431260,187455.029,39126.49
2010,RS,431261,227907.784,76556.19
2010,RS,431262,27279.659,15046.7
2010,RS,431265,618498.238,38806.52
2010,RS,431267,43769.433,25432.56
2010,RS,431270,185120.843,15329.65
2010,RS,431275,70144.956,22078.99
2010,RS,431280,139156.624,34763.08
2010,RS,431290,429209.626,48553.13
2010,RS,431295,33781.471,17235.44
2010,RS,431300,57241.193,17977.76
2010,RS,431301,63603.678,23120.2
2010,RS,431303,87916.644,18821.8
2010,RS,431306,580507.792,31642.2
2010,RS,431308,39163.133,16017.64
2010,RS,431310,112181.063,17680.23
2010,RS,431320,401984.758,21092.7
2010,RS,431330,691969.026,30309.64
2010,RS,431333,48522.275,19910.66
2010,RS,431335,65324.464,19517.32
2010,RS,431337,524360.896,23093.49
2010,RS,431339,44736.328,11604.75
2010,RS,431340,5536879.607,23161.92
2010,RS,431342,56116.563,14289.93
2010,RS,431344,25032.645,10993.7
2010,RS,431346,25961.662,14776.13
2010,RS,431349,42423.465,10664.52
2010,RS,431350,1239024.578,30263.66
2010,RS,431360,65457.374,15427.14
2010,RS,431365,178192.983,16242.18
2010,RS,431370,642627.689,18716.4
2010,RS,431380,79191.647,11443.88
2010,RS,431390,1100161.178,28899.89
2010,RS,431395,158234.665,15991.38
2010,RS,431400,143527.362,21069.78
2010,RS,431402,80377.177,10956.54
2010,RS,431403,49842.255,14196.03
2010,RS,431405,729606.549,14172.35
2010,RS,431406,50409.756,9771.23
2010,RS,431407,91883.472,15285.89
2010,RS,431410,3903721.561,21116.15
2010,RS,431413,46620.611,21229.79
2010,RS,431415,87373.018,10857.84
2010,RS,431417,39314.349,17725.13
2010,RS,431420,105593.466,13508.18
2010,RS,431430,118717.151,29880.98
2010,RS,431440,4227939.522,12898.79
2010,RS,431442,238961.303,46113.72
2010,RS,431445,35759.078,14218.32
2010,RS,431446,319504.429,150002.08
2010,RS,431447,338626.972,75738.53
2010,RS,431449,44922.967,9976.23
2010,RS,431450,160691.691,12566.8
2010,RS,431455,28364.188,10288.06
2010,RS,431460,182157.922,9185.51
2010,RS,431470,98171.814,9328.37
2010,RS,431475,26793.977,13284.07
2010,RS,431477,110778.218,28721.34
2010,RS,431478,26064.142,14893.8
2010,RS,431480,761657.154,24664.26
2010,RS,431490,42724991.842,30302.72
2010,RS,431500,53950.117,9952.06
2010,RS,431505,27848.008,10946.54
2010,RS,431507,18368.521,9918.21
2010,RS,431510,93760.033,8878.79
2010,RS,431513,28793.858,15356.72
2010,RS,431514,35205.237,14167.1
2010,RS,431515,68682.026,11147.87
2010,RS,431517,27191.341,13595.67
2010,RS,431520,53495.206,12899.74
2010,RS,431530,241714.595,10499.74
2010,RS,431531,47980.193,26985.49
2010,RS,431532,58504.83,21588.5
2010,RS,431535,73117.846,20015.84
2010,RS,431540,68467.903,6698.09
2010,RS,431545,30884.422,14331.52
2010,RS,431550,199249.332,12570.94
2010,RS,431555,39770.428,10998.46
2010,RS,431560,5143120.718,26073.73
2010,RS,431570,439145.525,11678.78
2010,RS,431575,72343.864,16719.17
2010,RS,431580,203689.667,19800.69
2010,RS,431590,73327.962,12768.23
2010,RS,431595,44484.97,17472.49
2010,RS,431600,297375.388,15255.5
2010,RS,431610,155990.795,15251.35
2010,RS,431620,85922.706,15565.71
2010,RS,431630,79677.25,11057.07
2010,RS,431640,521125.021,13109.73
2010,RS,431642,25367.279,9775.44
2010,RS,431643,64710.881,22555.2
2010,RS,431645,438445.714,36906.2
2010,RS,431647,59578.99,22322.59
2010,RS,431650,169695.292,25151.22
2010,RS,431660,278521.494,18117.58
2010,RS,431670,263233.585,29814.65
2010,RS,431673,35137.593,21231.17
2010,RS,431675,90469.964,15894.23
2010,RS,431680,4176628.385,35309.28
2010,RS,431690,4006384.029,15348.54
2010,RS,431695,123943.463,20476.37
2010,RS,431697,91180.999,38767.43
2010,RS,431700,73889.49,8962.82
2010,RS,431710,873868.315,10590.67
2010,RS,431720,1486461.941,21670.12
2010,RS,431725,23491.174,13681.52
2010,RS,431730,450869.252,14543.23
2010,RS,431740,547609.389,11157.03
2010,RS,431750,1203995.713,15778.93
2010,RS,431755,35972.87,16817.61
2010,RS,431760,573106.189,14443.56
2010,RS,431770,149618.99,13346.92
2010,RS,431775,53061.277,26704.22
2010,RS,431780,244638.496,17511.7
2010,RS,431790,274500.494,19091.7
2010,RS,431795,34997.044,14220.66
2010,RS,431800,982264.685,15929.82
2010,RS,431805,33588.527,11479.33
2010,RS,431810,188821.387,9804.83
2010,RS,431820,326081.008,15875.41
2010,RS,431830,996979.76,16476.83
2010,RS,431840,346805.855,15663.51
2010,RS,431842,61366.373,12984.84
2010,RS,431843,29941.973,11363.18
2010,RS,431844,43725.784,15762.72
2010,RS,431845,30873.32,11350.49
2010,RS,431846,26426.705,11990.34
2010,RS,431848,77234.205,18865.22
2010,RS,431849,37786.105,17175.5
2010,RS,431850,205441.909,8049.29
2010,RS,431860,158343.128,22928.34
2010,RS,431861,30467.061,14633.55
2010,RS,431862,60490.797,18386.26
2010,RS,431870,4455336.177,20798.92
2010,RS,431880,485234.713,11254.69
2010,RS,431890,522977.775,15133.33
2010,RS,431900,408329.279,20309.84
2010,RS,431910,94956.09,16448.31
2010,RS,431912,72327.846,22595.39
2010,RS,431915,189716.416,25564.8
2010,RS,431920,60154.123,10503.6
2010,RS,431930,75343.136,11833.38
2010,RS,431935,33053.017,9964.73
2010,RS,431936,24119.888,12788.91
2010,RS,431937,49809.846,17337.22
2010,RS,431940,182866.417,11170.14
2010,RS,431950,389760.267,17761.59
2010,RS,431960,328886.941,13819.94
2010,RS,431970,56725.825,15618.34
2010,RS,431971,38530.509,17772.37
2010,RS,431973,27286.271,10308.38
2010,RS,431975,32137.497,16531.63
2010,RS,431980,101807.173,12062.46
2010,RS,431990,1571774.473,20951.41
2010,RS,432000,2242807.587,17122.24
2010,RS,432010,449683.562,21100.02
2010,RS,432020,152151.524,13956.29
2010,RS,432023,49861.312,16559.72
2010,RS,432026,73685.131,10294.09
2010,RS,432030,118424.479,24026.07
2010,RS,432032,43133.622,15328.22
2010,RS,432035,47026.057,9048.69
2010,RS,432040,364123.103,25565.06
2010,RS,432045,25257.95,11073.19
2010,RS,432050,129824.572,20626.72
2010,RS,432055,81311.067,13899.33
2010,RS,432057,34428.678,16194.11
2010,RS,432060,51092.858,13298.51
2010,RS,432065,25083.089,10229.64
2010,RS,432067,110719.224,10998.23
2010,RS,432070,218755.904,15313.68
2010,RS,432080,363254.734,12082.31
2010,RS,432085,46204.534,11184.83
2010,RS,432090,429588.109,22313.95
2010,RS,432100,257340.11,24621.14
2010,RS,432110,206604.132,12409.4
2010,RS,432120,774211.442,14165.17
2010,RS,432130,424905.493,16258.1
2010,RS,432132,38974.514,13122.73
2010,RS,432135,54752.397,10232.18
2010,RS,432140,163288.778,11904.99
2010,RS,432143,88774.087,8987.05
2010,RS,432145,697408.452,25578.89
2010,RS,432146,54104.715,19862.23
2010,RS,432147,59615.659,9227
2010,RS,432149,32495.477,11007.95
2010,RS,432150,505242.24,14582.99
2010,RS,432160,485427.545,11653.52
2010,RS,432162,44431.12,19201
2010,RS,432163,38522.422,13492.97
2010,RS,432166,115971.619,11326.46
2010,RS,432170,720060.501,30184.89
2010,RS,432180,408323.823,17209.97
2010,RS,432183,27445.78,9425.06
2010,RS,432185,64835.712,14799.3
2010,RS,432190,380637.217,15877.75
2010,RS,432195,75699.835,13081.02
2010,RS,432200,5670540.874,219694.74
2010,RS,432210,108792.561,18436.29
2010,RS,432215,41433.345,9427.38
2010,RS,432218,25545.6,16229.73
2010,RS,432220,535174.613,24013.94
2010,RS,432225,183647.752,46860.87
2010,RS,432230,137987.651,16125.7
2010,RS,432232,42962.852,12198.42
2010,RS,432234,28612.721,12461.99
2010,RS,432235,30784.307,20702.29
2010,RS,432237,29289.488,11940.27
2010,RS,432240,1518546.83,12099.3
2010,RS,432250,1214764.901,19802.18
2010,RS,432252,40318.126,12394.14
2010,RS,432253,210210.653,18977.22
2010,RS,432254,58800.53,11482.24
2010,RS,432255,30731.258,15489.55
2010,RS,432260,1722109.109,26106.8
2010,RS,432270,388823.279,16210.43
2010,RS,432280,612324.584,26838.68
2010,RS,432285,34526.199,17490.48
2010,RS,432290,58801.573,11071.66
2010,RS,432300,1948820.245,8146.08
2010,RS,432310,46111.643,8725
2010,RS,432320,73927.813,24350.4
2010,RS,432330,87574.241,27307.22
2010,RS,432335,43271.132,20107.4
2010,RS,432340,113768.538,26952.98
2010,RS,432345,46747.717,11075.03
2010,RS,432350,39384.017,13906.79
2010,RS,432360,34646.153,22081.68
2010,RS,432370,36629.461,13276.35
2010,RS,432375,41305.477,11852.36
2010,RS,432377,67025.801,23997.78
2010,RS,432380,207981.22,16765.92
2010,MS,500020,338434.088,23455.13
2010,MS,500025,122765.758,26863.4
2010,MS,500060,402429.251,11584.36
2010,MS,500070,204119.113,8559.89
2010,MS,500080,117177.817,13795.36
2010,MS,500085,248495.49,27098.74
2010,MS,500090,146268.117,17805.01
2010,MS,500100,494481.029,22169.07
2010,MS,500110,532554.575,11672.94
2010,MS,500124,215020.11,20967.34
2010,MS,500150,131521.874,19933.6
2010,MS,500190,455726.466,22987.46
2010,MS,500200,210417.905,19237.33
2010,MS,500210,252396.449,10890.89
2010,MS,500215,140095.95,17542.69
2010,MS,500220,275193.71,14041.93
2010,MS,500230,335281.21,28404.03
2010,MS,500240,529082.155,20536.51
2010,MS,500260,225730.945,16539.49
2010,MS,500270,15089120.016,19167.99
2010,MS,500280,74327.713,13764.39
2010,MS,500290,325443.126,15547.64
2010,MS,500295,767559.526,39053.6
2010,MS,500310,64172.319,13198.75
2010,MS,500315,100398.317,7138.67
2010,MS,500320,1863759.513,17960.14
2010,MS,500325,544859.425,27673.29
2010,MS,500330,530702.103,16491.68
2010,MS,500345,124671.87,10277.13
2010,MS,500348,98563.608,9512.03
2010,MS,500350,57505.91,10718.72
2010,MS,500370,3765442.179,19204.78
2010,MS,500375,189936.516,16261.69
2010,MS,500380,195818.801,10293.25
2010,MS,500390,52998.848,18106.88
2010,MS,500400,91301.173,9196.33
2010,MS,500410,109940.343,10603.81
2010,MS,500430,224451.212,15076.99
2010,MS,500440,150217.588,19544.31
2010,MS,500450,294271.416,14094.13
2010,MS,500460,266482.199,14313.15
2010,MS,500470,314314.942,14060.16
2010,MS,500480,44884.792,5871.13
2010,MS,500490,96140.445,15161.72
2010,MS,500500,261617.267,10738.3
2010,MS,500510,88803.597,22106.94
2010,MS,500515,99218.609,16816.71
2010,MS,500520,138877.853,7066.5
2010,MS,500525,202980.887,31261.5
2010,MS,500540,1113718.576,29773
2010,MS,500560,273227.009,10666.68
2010,MS,500568,222052.273,13035.06
2010,MS,500570,807936.06,17429.32
2010,MS,500580,145367.237,10097.75
2010,MS,500600,458684.049,27912.37
2010,MS,500620,864838.427,18966.17
2010,MS,500625,71064.016,14373.79
2010,MS,500630,611468.82,15220.51
2010,MS,500635,77859.653,6301.87
2010,MS,500640,119151.154,14955.59
2010,MS,500660,1050414.9,13490.03
2010,MS,500690,230214.432,14979.14
2010,MS,500710,358151.498,17081.68
2010,MS,500720,1039413.242,33915.66
2010,MS,500730,54781.124,10869.27
2010,MS,500740,247285.712,13089.44
2010,MS,500750,85856.305,17443.38
2010,MS,500755,150069.208,20687.79
2010,MS,500769,629917.988,28420.77
2010,MS,500770,101645.295,9429.06
2010,MS,500780,1471242.276,234386.22
2010,MS,500790,764488.233,18169.22
2010,MS,500793,314248.422,21137.31
2010,MS,500795,103583.024,10140.29
2010,MS,500797,75180.097,21406.63
2010,MS,500800,221679.445,12916.88
2010,MS,500830,3917073.397,38507.63
2010,MS,500840,84070.397,14246.81
2010,MT,510010,32558.89,5902.63
2010,MT,510020,354550.128,17009.7
2010,MT,510025,682973.645,13872.27
2010,MT,510030,565690.49,36100.22
2010,MT,510035,40553.315,7725.91
2010,MT,510040,269634.819,26124.87
2010,MT,510050,55183.061,5545.48
2010,MT,510060,392611.01,48470.5
2010,MT,510080,94704.596,11092.13
2010,MT,510100,41693.375,12944.23
2010,MT,510120,11609.244,10602.05
2010,MT,510125,286281.545,18605.42
2010,MT,510130,87148.979,8416.13
2010,MT,510140,267863.938,14416.01
2010,MT,510160,52974.411,6978.58
2010,MT,510170,703561.735,22653.16
2010,MT,510180,882330.923,15637.79
2010,MT,510185,61477.871,11752.6
2010,MT,510190,265710.048,17389.4
2010,MT,510250,895991.56,10191.91
2010,MT,510260,118097.378,8303.85
2010,MT,510263,1026350.514,37221.68
2010,MT,510267,937129.377,29644.74
2010,MT,510268,302203.135,60211.82
2010,MT,510269,43745.896,9176.82
2010,MT,510270,327534.976,17514.3
2010,MT,510279,76696.856,6981.96
2010,MT,510285,82161.794,9981.99
2010,MT,510300,155975.503,8763.16
2010,MT,510305,140844.492,12836.72
2010,MT,510310,75429.464,13719.44
2010,MT,510320,426300.293,13812.22
2010,MT,510325,223793.4,8480.23
2010,MT,510330,241722.905,13312.93
2010,MT,510335,191366.751,7615.98
2010,MT,510336,51062.036,15071.44
2010,MT,510337,118342.263,7896.33
2010,MT,510340,12541778.591,22747.4
2010,MT,510343,42021.874,8579.39
2010,MT,510345,225805.899,26584.17
2010,MT,510350,729471.123,35723.37
2010,MT,510360,186656.213,22956.12
2010,MT,510370,134529.409,12304.89
2010,MT,510380,41462.727,10896.91
2010,MT,510385,89439.307,14226.07
2010,MT,510390,86282.388,17194.58
2010,MT,510395,37055.814,11857.86
2010,MT,510410,301442.211,9376.12
2010,MT,510420,189013.825,13630.48
2010,MT,510450,27795.753,11547.88
2010,MT,510452,209737.686,40940.4
2010,MT,510454,85975.736,16345.2
2010,MT,510455,63834.257,13968.11
2010,MT,510460,549108.689,47777.66
2010,MT,510480,446474.714,17395.57
2010,MT,510490,103525.816,13451.9
2010,MT,510500,205785.609,19671.7
2010,MT,510510,462097.051,14101.65
2010,MT,510515,475733.004,12117.5
2010,MT,510517,99337.525,8815.11
2010,MT,510520,124899.341,10923.5
2010,MT,510523,154766.537,28460.19
2010,MT,510525,1371529.804,30113.73
2010,MT,510530,17233.505,7731.5
2010,MT,510550,214806.328,14823.43
2010,MT,510558,134980.062,11253.97
2010,MT,510560,235413.346,16611.16
2010,MT,510562,344011.04,13580.63
2010,MT,510590,335278.661,22335.53
2010,MT,510600,54170.248,8414.14
2010,MT,510610,82873.621,7149.21
2010,MT,510615,118400.175,10180.58
2010,MT,510617,24227.981,8019.85
2010,MT,510618,113331.229,20722.48
2010,MT,510619,35765.021,10292.09
2010,MT,510620,38250.411,8327.98
2010,MT,510621,142907.589,11779.39
2010,MT,510622,1112452.939,35167.48
2010,MT,510623,464082.506,26475.13
2010,MT,510624,265204.205,28686.23
2010,MT,510625,230236.59,11822.16
2010,MT,510626,73474.951,10393.97
2010,MT,510627,28464.285,7598.58
2010,MT,510628,154567.521,25577.94
2010,MT,510629,106420.805,9955.17
2010,MT,510630,304702.981,15804.1
2010,MT,510631,17284.203,8620.55
2010,MT,510637,416553.505,26543.91
2010,MT,510642,205351.354,6675.49
2010,MT,510645,27363.785,10038.07
2010,MT,510650,270746.729,8519.94
2010,MT,510665,40229.605,7412.86
2010,MT,510670,14257.439,7996.32
2010,MT,510675,497065.415,12010.47
2010,MT,510677,74345.838,6913.32
2010,MT,510680,83928.088,15405.3
2010,MT,510682,125696.511,11479.13
2010,MT,510685,30714.02,8440.24
2010,MT,510700,265120.128,15061.93
2010,MT,510704,1522291.132,29210.79
2010,MT,510706,322214.712,24745.77
2010,MT,510710,216184.751,11400.35
2010,MT,510715,70593.639,27383.1
2010,MT,510718,96612.574,10879.79
2010,MT,510719,26779.164,12177.88
2010,MT,510720,46747.008,9236.71
2010,MT,510724,73059.492,17928.71
2010,MT,510726,24623.332,8279.53
2010,MT,510729,24340.493,6759.37
2010,MT,510730,324971.856,18973.14
2010,MT,510735,75128.384,14263.98
2010,MT,510740,30568.881,7380.22
2010,MT,510757,50716.561,14334.81
2010,MT,510760,4826132.447,24679.79
2010,MT,510770,140041.659,7920.01
2010,MT,510774,25214.549,13277.8
2010,MT,510775,34874.791,8935.38
2010,MT,510776,170788.423,69257.27
2010,MT,510777,46853.297,6332.38
2010,MT,510779,141734.958,37725.57
2010,MT,510780,176621.475,9594.3
2010,MT,510785,116930.15,11103.42
2010,MT,510787,827963.041,45794.42
2010,MT,510788,13758.048,10079.16
2010,MT,510790,2240640.723,19814.3
2010,MT,510792,1834499.007,27583.96
2010,MT,510794,132177.63,13328.39
2010,MT,510795,1464263.222,17415.95
2010,MT,510800,254163.052,24462.28
2010,MT,510805,127004.564,11237.35
2010,MT,510810,50404.768,14665.34
2010,MT,510820,46756.724,11584.92
2010,MT,510830,56270.379,14937.72
2010,MT,510835,30648.027,10022.25
2010,MT,510840,3908580.299,15466.72
2010,MT,510850,179085.469,17497.36
2010,MT,510860,248343.423,11603.21
2010,MT,510880,45253.212,9181.01
2010,MT,510885,49541.885,16937.4
2010,MT,510890,138358.708,20995.25
2010,MT,510895,99885.325,12349.82
2010,GO,520005,59042.935,8596.82
2010,GO,520010,127497.721,8094.07
2010,GO,520013,303945.841,14985.25
2010,GO,520015,21647.634,8718.34
2010,GO,520017,118934.158,23343.31
2010,GO,520020,28739.939,14284.26
2010,GO,520025,767597.182,4812.37
2010,GO,520030,344661.619,14464.56
2010,GO,520050,21338.163,10439.41
2010,GO,520055,742108.261,164729.91
2010,GO,520060,63704.679,9280.98
2010,GO,520080,72650.597,8976.97
2010,GO,520082,33359.691,9742.9
2010,GO,520085,72070.548,13084.7
2010,GO,520090,37134.283,10295.06
2010,GO,520110,11060524.46,33013.34
2010,GO,520120,11491.446,11299.36
2010,GO,520130,308863.905,15235.99
2010,GO,520140,5808581.056,12745.52
2010,GO,520145,45136.68,18551.86
2010,GO,520150,85607.408,22463.24
2010,GO,520160,32185.711,8503.49
2010,GO,520170,111587.161,6094.33
2010,GO,520180,57897.229,6913.1
2010,GO,520215,72435.125,9641.31
2010,GO,520235,73453.52,22408.03
2010,GO,520250,90039.454,11995.66
2010,GO,520260,33787.252,9256.78
2010,GO,520280,33763.57,13775.43
2010,GO,520310,32213.176,8673.45
2010,GO,520320,124125.855,14265.7
2010,GO,520330,387921.995,15808.39
2010,GO,520340,85211.225,10116.49
2010,GO,520350,303871.053,14659.22
2010,GO,520355,48138.031,6387.74
2010,GO,520357,39475.684,11269.11
2010,GO,520360,38186.565,11785.98
2010,GO,520380,60668.761,11012.66
2010,GO,520390,169957.83,18767.43
2010,GO,520393,23871.616,9321.21
2010,GO,520396,18197.163,5482.72
2010,GO,520400,133980.268,18238.53
2010,GO,520410,118874.34,11279.47
2010,GO,520420,16344.232,11534.39
2010,GO,520425,489168.715,59171.25
2010,GO,520430,360443.662,27143.89
2010,GO,520440,355732.86,21258.09
2010,GO,520450,1197471.22,16994.33
2010,GO,520455,26602.429,8007.96
2010,GO,520460,27973.144,8258.97
2010,GO,520465,31704.241,8676.58
2010,GO,520470,114493.215,10300.78
2010,GO,520480,198585.192,32786.06
2010,GO,520485,51932.502,8282.7
2010,GO,520490,147134.053,7998.59
2010,GO,520495,33464.665,6663.61
2010,GO,520500,175795.407,19666.12
2010,GO,520505,49647.752,13646.99
2010,GO,520510,5018784.764,57955.64
2010,GO,520520,36990.244,7920.82
2010,GO,520530,305421.553,32512.41
2010,GO,520540,281772.875,13621.43
2010,GO,520545,269081.151,35649.33
2010,GO,520547,932925.187,133198.91
2010,GO,520549,336090.538,6014.18
2010,GO,520551,153575.967,8830.77
2010,GO,520552,26248.438,7450.59
2010,GO,520570,32079.158,12202.04
2010,GO,520580,68041.457,6577.87
2010,GO,520590,253544.763,31056.44
2010,GO,520620,1060336.116,22769.63
2010,GO,520630,41853.657,14269.91
2010,GO,520640,257575.515,16341.55
2010,GO,520650,38784.348,10909.8
2010,GO,520660,44967.983,15186.76
2010,GO,520670,18967.221,5752.87
2010,GO,520680,22839.485,8314.34
2010,GO,520690,116320.507,56741.71
2010,GO,520710,25046.479,10103.46
2010,GO,520725,110858.909,14047
2010,GO,520735,69633.581,18653.52
2010,GO,520740,343620.445,30500.66
2010,GO,520750,31087.157,9369.25
2010,GO,520753,64982.147,9309.76
2010,GO,520760,61577.41,9746.35
2010,GO,520780,83159.388,7167.06
2010,GO,520790,80492.843,6675.47
2010,GO,520800,1085948.566,10850.37
2010,GO,520810,36067.047,7374.17
2010,GO,520815,76439.347,23340.26
2010,GO,520830,34551.683,6956.25
2010,GO,520840,85191.701,7976
2010,GO,520850,57390.182,10894.11
2010,GO,520860,677333.875,11375.16
2010,GO,520870,29038011.183,22304.47
2010,GO,520880,322592.499,9471.02
2010,GO,520890,238779.657,9649.61
2010,GO,520910,712143.519,21924.93
2010,GO,520915,77356.552,15633.9
2010,GO,520920,115362.72,8239.02
2010,GO,520929,18553.107,7821.71
2010,GO,520940,26298.802,6170.53
2010,GO,520945,17970.732,7793.03
