cod_ibge,municipio,ano,populacao
110001,Alta Floresta D''Oeste,2010,25094
110001,Alta Floresta D''Oeste,2011,24947
110001,Alta Floresta D''Oeste,2012,24858
110001,Alta Floresta D''Oeste,2013,24765
110001,Alta Floresta D''Oeste,2014,24664
110001,Alta Floresta D''Oeste,2015,24540
110001,Alta Floresta D''Oeste,2016,24396
110001,Alta Floresta D''Oeste,2017,24238
110001,Alta Floresta D''Oeste,2018,24068
110001,Alta Floresta D''Oeste,2019,23910
110001,Alta Floresta D''Oeste,2020,23752
110001,Alta Floresta D''Oeste,2021,23546
110002,Ariquemes,2010,91527
110002,Ariquemes,2011,92935
110002,Ariquemes,2012,94451
110002,Ariquemes,2013,95982
110002,Ariquemes,2014,97496
110002,Ariquemes,2015,98956
110002,Ariquemes,2016,100316
110002,Ariquemes,2017,101559
110002,Ariquemes,2018,102718
110002,Ariquemes,2019,103895
110002,Ariquemes,2020,105044
110002,Ariquemes,2021,105986
110003,Cabixi,2010,6536
110003,Cabixi,2011,6472
110003,Cabixi,2012,6430
110003,Cabixi,2013,6386
110003,Cabixi,2014,6335
110003,Cabixi,2015,6293
110003,Cabixi,2016,6235
110003,Cabixi,2017,6186
110003,Cabixi,2018,6117
110003,Cabixi,2019,6059
110003,Cabixi,2020,5995
110003,Cabixi,2021,5922
110004,Cacoal,2010,79624
110004,Cacoal,2011,80747
110004,Cacoal,2012,82220
110004,Cacoal,2013,83818
110004,Cacoal,2014,85393
110004,Cacoal,2015,86910
110004,Cacoal,2016,88323
110004,Cacoal,2017,89662
110004,Cacoal,2018,90912
110004,Cacoal,2019,92203
110004,Cacoal,2020,93443
110004,Cacoal,2021,94502
110005,Cerejeiras,2010,17440
110005,Cerejeiras,2011,17387
110005,Cerejeiras,2012,17387
110005,Cerejeiras,2013,17403
110005,Cerejeiras,2014,17411
110005,Cerejeiras,2015,17404
110005,Cerejeiras,2016,17374
110005,Cerejeiras,2017,17337
110005,Cerejeiras,2018,17306
110005,Cerejeiras,2019,17284
110005,Cerejeiras,2020,17271
110005,Cerejeiras,2021,17208
110006,Colorado Do Oeste,2010,19241
110006,Colorado Do Oeste,2011,19029
110006,Colorado Do Oeste,2012,18886
110006,Colorado Do Oeste,2013,18740
110006,Colorado Do Oeste,2014,18595
110006,Colorado Do Oeste,2015,18436
110006,Colorado Do Oeste,2016,18270
110006,Colorado Do Oeste,2017,18075
110006,Colorado Do Oeste,2018,17883
110006,Colorado Do Oeste,2019,17702
110006,Colorado Do Oeste,2020,17520
110006,Colorado Do Oeste,2021,17289
110007,Corumbiara,2010,9054
110007,Corumbiara,2011,8963
110007,Corumbiara,2012,8899
110007,Corumbiara,2013,8843
110007,Corumbiara,2014,8776
110007,Corumbiara,2015,8716
110007,Corumbiara,2016,8635
110007,Corumbiara,2017,8553
110007,Corumbiara,2018,8481
110007,Corumbiara,2019,8412
110007,Corumbiara,2020,8349
110007,Corumbiara,2021,8260
110008,Costa Marques,2010,13810
110008,Costa Marques,2011,13991
110008,Costa Marques,2012,14084
110008,Costa Marques,2013,14115
110008,Costa Marques,2014,14134
110008,Costa Marques,2015,14157
110008,Costa Marques,2016,14136
110008,Costa Marques,2017,14101
110008,Costa Marques,2018,14034
110008,Costa Marques,2019,13981
110008,Costa Marques,2020,13909
110008,Costa Marques,2021,13818
110009,Espigao D''Oeste,2010,29278
110009,Espigao D''Oeste,2011,29598
110009,Espigao D''Oeste,2012,29968
110009,Espigao D''Oeste,2013,30330
110009,Espigao D''Oeste,2014,30689
110009,Espigao D''Oeste,2015,31015
110009,Espigao D''Oeste,2016,31303
110009,Espigao D''Oeste,2017,31552
110009,Espigao D''Oeste,2018,31789
110009,Espigao D''Oeste,2019,32010
110009,Espigao D''Oeste,2020,32225
110009,Espigao D''Oeste,2021,32365
110010,Guajara-Mirim,2010,42651
110010,Guajara-Mirim,2011,42855
110010,Guajara-Mirim,2012,43059
110010,Guajara-Mirim,2013,43232
110010,Guajara-Mirim,2014,43403
110010,Guajara-Mirim,2015,43547
110010,Guajara-Mirim,2016,43644
110010,Guajara-Mirim,2017,43698
110010,Guajara-Mirim,2018,43756
110010,Guajara-Mirim,2019,43841
110010,Guajara-Mirim,2020,43902
110010,Guajara-Mirim,2021,43887
110011,Jaru,2010,53303
110011,Jaru,2011,53408
110011,Jaru,2012,53705
110011,Jaru,2013,54058
110011,Jaru,2014,54392
110011,Jaru,2015,54686
110011,Jaru,2016,54918
110011,Jaru,2017,55098
110011,Jaru,2018,55264
110011,Jaru,2019,55435
110011,Jaru,2020,55575
110011,Jaru,2021,55620
110012,Ji-Parana,2010,118671
110012,Ji-Parana,2011,120182
110012,Ji-Parana,2012,122034
110012,Ji-Parana,2013,123982
110012,Ji-Parana,2014,125885
110012,Ji-Parana,2015,127703
110012,Ji-Parana,2016,129346
110012,Ji-Parana,2017,130861
110012,Ji-Parana,2018,132285
110012,Ji-Parana,2019,133745
110012,Ji-Parana,2020,135144
110012,Ji-Parana,2021,136262
110013,Machadinho D''Oeste,2010,31530
110013,Machadinho D''Oeste,2011,32018
110013,Machadinho D''Oeste,2012,32379
110013,Machadinho D''Oeste,2013,32669
110013,Machadinho D''Oeste,2014,32949
110013,Machadinho D''Oeste,2015,33217
110013,Machadinho D''Oeste,2016,33431
110013,Machadinho D''Oeste,2017,33600
110013,Machadinho D''Oeste,2018,33735
110013,Machadinho D''Oeste,2019,33862
110013,Machadinho D''Oeste,2020,33959
110013,Machadinho D''Oeste,2021,34020
110014,Nova Brasilandia D''Oeste,2010,20296
110014,Nova Brasilandia D''Oeste,2011,20196
110014,Nova Brasilandia D''Oeste,2012,20001
110014,Nova Brasilandia D''Oeste,2013,19737
110014,Nova Brasilandia D''Oeste,2014,19474
110014,Nova Brasilandia D''Oeste,2015,19192
110014,Nova Brasilandia D''Oeste,2016,18899
110014,Nova Brasilandia D''Oeste,2017,18598
110014,Nova Brasilandia D''Oeste,2018,18300
110014,Nova Brasilandia D''Oeste,2019,18029
110014,Nova Brasilandia D''Oeste,2020,17744
110014,Nova Brasilandia D''Oeste,2021,17437
110015,Ouro Preto Do Oeste,2010,39163
110015,Ouro Preto Do Oeste,2011,39088
110015,Ouro Preto Do Oeste,2012,39144
110015,Ouro Preto Do Oeste,2013,39246
110015,Ouro Preto Do Oeste,2014,39336
110015,Ouro Preto Do Oeste,2015,39409
110015,Ouro Preto Do Oeste,2016,39431
110015,Ouro Preto Do Oeste,2017,39420
110015,Ouro Preto Do Oeste,2018,39382
110015,Ouro Preto Do Oeste,2019,39358
110015,Ouro Preto Do Oeste,2020,39329
110015,Ouro Preto Do Oeste,2021,39207
110018,Pimenta Bueno,2010,34481
110018,Pimenta Bueno,2011,34814
110018,Pimenta Bueno,2012,35218
110018,Pimenta Bueno,2013,35670
110018,Pimenta Bueno,2014,36120
110018,Pimenta Bueno,2015,36536
110018,Pimenta Bueno,2016,36905
110018,Pimenta Bueno,2017,37242
110018,Pimenta Bueno,2018,37558
110018,Pimenta Bueno,2019,37898
110018,Pimenta Bueno,2020,38211
110018,Pimenta Bueno,2021,38449
110020,Porto Velho,2010,433455
110020,Porto Velho,2011,441112
110020,Porto Velho,2012,448664
110020,Porto Velho,2013,455993
110020,Porto Velho,2014,463288
110020,Porto Velho,2015,470408
110020,Porto Velho,2016,477040
110020,Porto Velho,2017,483050
110020,Porto Velho,2018,488561
110020,Porto Velho,2019,493862
110020,Porto Velho,2020,499049
110020,Porto Velho,2021,503389
110025,Presidente Medici,2010,23069
110025,Presidente Medici,2011,22828
110025,Presidente Medici,2012,22683
110025,Presidente Medici,2013,22545
110025,Presidente Medici,2014,22418
110025,Presidente Medici,2015,22284
110025,Presidente Medici,2016,22121
110025,Presidente Medici,2017,21953
110025,Presidente Medici,2018,21783
110025,Presidente Medici,2019,21633
110025,Presidente Medici,2020,21459
110025,Presidente Medici,2021,21248
110026,Rio Crespo,2010,3367
110026,Rio Crespo,2011,3388
110026,Rio Crespo,2012,3424
110026,Rio Crespo,2013,3463
110026,Rio Crespo,2014,3510
110026,Rio Crespo,2015,3552
110026,Rio Crespo,2016,3591
110026,Rio Crespo,2017,3615
110026,Rio Crespo,2018,3646
110026,Rio Crespo,2019,3672
110026,Rio Crespo,2020,3703
110026,Rio Crespo,2021,3717
110028,Rolim De Moura,2010,51346
110028,Rolim De Moura,2011,52016
110028,Rolim De Moura,2012,52911
110028,Rolim De Moura,2013,53894
110028,Rolim De Moura,2014,54872
110028,Rolim De Moura,2015,55815
110028,Rolim De Moura,2016,56691
110028,Rolim De Moura,2017,57518
110028,Rolim De Moura,2018,58329
110028,Rolim De Moura,2019,59147
110028,Rolim De Moura,2020,59939
110028,Rolim De Moura,2021,60626
110029,Santa Luzia D''Oeste,2010,9222
110029,Santa Luzia D''Oeste,2011,9086
110029,Santa Luzia D''Oeste,2012,8990
110029,Santa Luzia D''Oeste,2013,8916
110029,Santa Luzia D''Oeste,2014,8838
110029,Santa Luzia D''Oeste,2015,8760
110029,Santa Luzia D''Oeste,2016,8664
110029,Santa Luzia D''Oeste,2017,8566
110029,Santa Luzia D''Oeste,2018,8472
110029,Santa Luzia D''Oeste,2019,8389
110029,Santa Luzia D''Oeste,2020,8310
110029,Santa Luzia D''Oeste,2021,8195
110030,Vilhena,2010,76352
110030,Vilhena,2011,78478
110030,Vilhena,2012,80701
110030,Vilhena,2013,83076
110030,Vilhena,2014,85581
110030,Vilhena,2015,88151
110030,Vilhena,2016,90649
110030,Vilhena,2017,93101
110030,Vilhena,2018,95523
110030,Vilhena,2019,98002
110030,Vilhena,2020,100488
110030,Vilhena,2021,102761
110032,Sao Miguel Do Guapore,2010,21424
110032,Sao Miguel Do Guapore,2011,21436
110032,Sao Miguel Do Guapore,2012,21556
110032,Sao Miguel Do Guapore,2013,21720
110032,Sao Miguel Do Guapore,2014,21854
110032,Sao Miguel Do Guapore,2015,21968
110032,Sao Miguel Do Guapore,2016,22057
110032,Sao Miguel Do Guapore,2017,22123
110032,Sao Miguel Do Guapore,2018,22181
110032,Sao Miguel Do Guapore,2019,22227
110032,Sao Miguel Do Guapore,2020,22286
110032,Sao Miguel Do Guapore,2021,22292
110033,Nova Mamore,2010,22425
110033,Nova Mamore,2011,22998
110033,Nova Mamore,2012,23519
110033,Nova Mamore,2013,24013
110033,Nova Mamore,2014,24515
110033,Nova Mamore,2015,25003
110033,Nova Mamore,2016,25468
110033,Nova Mamore,2017,25915
110033,Nova Mamore,2018,26329
110033,Nova Mamore,2019,26756
110033,Nova Mamore,2020,27171
110033,Nova Mamore,2021,27522
110034,Alvorada D''Oeste,2010,17447
110034,Alvorada D''Oeste,2011,17186
110034,Alvorada D''Oeste,2012,16957
110034,Alvorada D''Oeste,2013,16725
110034,Alvorada D''Oeste,2014,16477
110034,Alvorada D''Oeste,2015,16223
110034,Alvorada D''Oeste,2016,15964
110034,Alvorada D''Oeste,2017,15699
110034,Alvorada D''Oeste,2018,15436
110034,Alvorada D''Oeste,2019,15187
110034,Alvorada D''Oeste,2020,14938
110034,Alvorada D''Oeste,2021,14657
110037,Alto Alegre Dos Parecis,2010,13119
110037,Alto Alegre Dos Parecis,2011,13098
110037,Alto Alegre Dos Parecis,2012,13077
110037,Alto Alegre Dos Parecis,2013,13051
110037,Alto Alegre Dos Parecis,2014,13025
110037,Alto Alegre Dos Parecis,2015,12983
110037,Alto Alegre Dos Parecis,2016,12927
110037,Alto Alegre Dos Parecis,2017,12864
110037,Alto Alegre Dos Parecis,2018,12790
110037,Alto Alegre Dos Parecis,2019,12723
110037,Alto Alegre Dos Parecis,2020,12658
110037,Alto Alegre Dos Parecis,2021,12569
110040,Alto Paraiso,2010,17283
110040,Alto Paraiso,2011,17455
110040,Alto Paraiso,2012,17552
110040,Alto Paraiso,2013,17616
110040,Alto Paraiso,2014,17660
110040,Alto Paraiso,2015,17696
110040,Alto Paraiso,2016,17712
110040,Alto Paraiso,2017,17718
110040,Alto Paraiso,2018,17704
110040,Alto Paraiso,2019,17697
110040,Alto Paraiso,2020,17680
110040,Alto Paraiso,2021,17640
110045,Buritis,2010,33073
110045,Buritis,2011,33237
110045,Buritis,2012,33261
110045,Buritis,2013,33184
110045,Buritis,2014,33087
110045,Buritis,2015,32969
110045,Buritis,2016,32810
110045,Buritis,2017,32606
110045,Buritis,2018,32368
110045,Buritis,2019,32152
110045,Buritis,2020,31915
110045,Buritis,2021,31633
110050,Novo Horizonte Do Oeste,2010,10599
110050,Novo Horizonte Do Oeste,2011,10419
110050,Novo Horizonte Do Oeste,2012,10250
110050,Novo Horizonte Do Oeste,2013,10078
110050,Novo Horizonte Do Oeste,2014,9899
110050,Novo Horizonte Do Oeste,2015,9713
110050,Novo Horizonte Do Oeste,2016,9519
110050,Novo Horizonte Do Oeste,2017,9326
110050,Novo Horizonte Do Oeste,2018,9135
110050,Novo Horizonte Do Oeste,2019,8969
110050,Novo Horizonte Do Oeste,2020,8794
110050,Novo Horizonte Do Oeste,2021,8598
110060,Cacaulandia,2010,5812
110060,Cacaulandia,2011,5758
110060,Cacaulandia,2012,5686
110060,Cacaulandia,2013,5584
110060,Cacaulandia,2014,5470
110060,Cacaulandia,2015,5347
110060,Cacaulandia,2016,5218
110060,Cacaulandia,2017,5090
110060,Cacaulandia,2018,4967
110060,Cacaulandia,2019,4854
110060,Cacaulandia,2020,4745
110060,Cacaulandia,2021,4620
110070,Campo Novo De Rondonia,2010,12903
110070,Campo Novo De Rondonia,2011,12782
110070,Campo Novo De Rondonia,2012,12577
110070,Campo Novo De Rondonia,2013,12310
110070,Campo Novo De Rondonia,2014,12018
110070,Campo Novo De Rondonia,2015,11709
110070,Campo Novo De Rondonia,2016,11412
110070,Campo Novo De Rondonia,2017,11110
110070,Campo Novo De Rondonia,2018,10805
110070,Campo Novo De Rondonia,2019,10514
110070,Campo Novo De Rondonia,2020,10241
110070,Campo Novo De Rondonia,2021,9952
110080,Candeias Do Jamari,2010,19753
110080,Candeias Do Jamari,2011,20214
110080,Candeias Do Jamari,2012,20621
110080,Candeias Do Jamari,2013,21001
110080,Candeias Do Jamari,2014,21388
110080,Candeias Do Jamari,2015,21769
110080,Candeias Do Jamari,2016,22121
110080,Candeias Do Jamari,2017,22435
110080,Candeias Do Jamari,2018,22728
110080,Candeias Do Jamari,2019,23014
110080,Candeias Do Jamari,2020,23298
110080,Candeias Do Jamari,2021,23526
110090,Castanheiras,2010,3681
110090,Castanheiras,2011,3647
110090,Castanheiras,2012,3640
110090,Castanheiras,2013,3625
110090,Castanheiras,2014,3615
110090,Castanheiras,2015,3611
110090,Castanheiras,2016,3594
110090,Castanheiras,2017,3583
110090,Castanheiras,2018,3568
110090,Castanheiras,2019,3563
110090,Castanheiras,2020,3551
110090,Castanheiras,2021,3524
110092,Chupinguaia,2010,8280
110092,Chupinguaia,2011,8475
110092,Chupinguaia,2012,8652
110092,Chupinguaia,2013,8815
110092,Chupinguaia,2014,8988
110092,Chupinguaia,2015,9139
110092,Chupinguaia,2016,9278
110092,Chupinguaia,2017,9413
110092,Chupinguaia,2018,9524
110092,Chupinguaia,2019,9647
110092,Chupinguaia,2020,9760
110092,Chupinguaia,2021,9861
110094,Cujubim,2010,15585
110094,Cujubim,2011,16038
110094,Cujubim,2012,16234
110094,Cujubim,2013,16270
110094,Cujubim,2014,16304
110094,Cujubim,2015,16317
110094,Cujubim,2016,16312
110094,Cujubim,2017,16283
110094,Cujubim,2018,16245
110094,Cujubim,2019,16201
110094,Cujubim,2020,16151
110094,Cujubim,2021,16080
110100,Governador Jorge Teixeira,2010,10882
110100,Governador Jorge Teixeira,2011,10677
110100,Governador Jorge Teixeira,2012,10513
110100,Governador Jorge Teixeira,2013,10349
110100,Governador Jorge Teixeira,2014,10181
110100,Governador Jorge Teixeira,2015,10004
110100,Governador Jorge Teixeira,2016,9816
110100,Governador Jorge Teixeira,2017,9635
110100,Governador Jorge Teixeira,2018,9451
110100,Governador Jorge Teixeira,2019,9280
110100,Governador Jorge Teixeira,2020,9106
110100,Governador Jorge Teixeira,2021,8915
110110,Itapua Do Oeste,2010,8657
110110,Itapua Do Oeste,2011,8741
110110,Itapua Do Oeste,2012,8822
110110,Itapua Do Oeste,2013,8883
110110,Itapua Do Oeste,2014,8965
110110,Itapua Do Oeste,2015,9021
110110,Itapua Do Oeste,2016,9073
110110,Itapua Do Oeste,2017,9109
110110,Itapua Do Oeste,2018,9131
110110,Itapua Do Oeste,2019,9172
110110,Itapua Do Oeste,2020,9191
110110,Itapua Do Oeste,2021,9197
110120,Ministro Andreazza,2010,10551
110120,Ministro Andreazza,2011,10355
110120,Ministro Andreazza,2012,10134
110120,Ministro Andreazza,2013,9855
110120,Ministro Andreazza,2014,9547
110120,Ministro Andreazza,2015,9242
110120,Ministro Andreazza,2016,8923
110120,Ministro Andreazza,2017,8595
110120,Ministro Andreazza,2018,8276
110120,Ministro Andreazza,2019,7959
110120,Ministro Andreazza,2020,7650
110120,Ministro Andreazza,2021,7340
110130,Mirante Da Serra,2010,12274
110130,Mirante Da Serra,2011,12107
110130,Mirante Da Serra,2012,11948
110130,Mirante Da Serra,2013,11776
110130,Mirante Da Serra,2014,11614
110130,Mirante Da Serra,2015,11430
110130,Mirante Da Serra,2016,11246
110130,Mirante Da Serra,2017,11053
110130,Mirante Da Serra,2018,10870
110130,Mirante Da Serra,2019,10685
110130,Mirante Da Serra,2020,10519
110130,Mirante Da Serra,2021,10320
110140,Monte Negro,2010,14391
110140,Monte Negro,2011,14341
110140,Monte Negro,2012,14251
110140,Monte Negro,2013,14125
110140,Monte Negro,2014,13994
110140,Monte Negro,2015,13846
110140,Monte Negro,2016,13695
110140,Monte Negro,2017,13519
110140,Monte Negro,2018,13332
110140,Monte Negro,2019,13172
110140,Monte Negro,2020,12994
110140,Monte Negro,2021,12799
110143,Nova Uniao,2010,7741
110143,Nova Uniao,2011,7660
110143,Nova Uniao,2012,7595
110143,Nova Uniao,2013,7527
110143,Nova Uniao,2014,7463
110143,Nova Uniao,2015,7394
110143,Nova Uniao,2016,7303
110143,Nova Uniao,2017,7236
110143,Nova Uniao,2018,7136
110143,Nova Uniao,2019,7048
110143,Nova Uniao,2020,6971
110143,Nova Uniao,2021,6865
110145,Parecis,2010,4860
110145,Parecis,2011,4886
110145,Parecis,2012,4884
110145,Parecis,2013,4869
110145,Parecis,2014,4846
110145,Parecis,2015,4816
110145,Parecis,2016,4779
110145,Parecis,2017,4722
110145,Parecis,2018,4684
110145,Parecis,2019,4633
110145,Parecis,2020,4579
110145,Parecis,2021,4522
110146,Pimenteiras Do Oeste,2010,2361
110146,Pimenteiras Do Oeste,2011,2350
110146,Pimenteiras Do Oeste,2012,2364
110146,Pimenteiras Do Oeste,2013,2371
110146,Pimenteiras Do Oeste,2014,2373
110146,Pimenteiras Do Oeste,2015,2373
110146,Pimenteiras Do Oeste,2016,2364
110146,Pimenteiras Do Oeste,2017,2359
110146,Pimenteiras Do Oeste,2018,2348
110146,Pimenteiras Do Oeste,2019,2346
110146,Pimenteiras Do Oeste,2020,2341
110146,Pimenteiras Do Oeste,2021,2343
110147,Primavera De Rondonia,2010,3621
110147,Primavera De Rondonia,2011,3584
110147,Primavera De Rondonia,2012,3551
110147,Primavera De Rondonia,2013,3532
110147,Primavera De Rondonia,2014,3516
110147,Primavera De Rondonia,2015,3491
110147,Primavera De Rondonia,2016,3472
110147,Primavera De Rondonia,2017,3444
110147,Primavera De Rondonia,2018,3426
110147,Primavera De Rondonia,2019,3406
110147,Primavera De Rondonia,2020,3394
110147,Primavera De Rondonia,2021,3362
110148,Sao Felipe D''Oeste,2010,6222
110148,Sao Felipe D''Oeste,2011,6167
110148,Sao Felipe D''Oeste,2012,6132
110148,Sao Felipe D''Oeste,2013,6105
110148,Sao Felipe D''Oeste,2014,6075
110148,Sao Felipe D''Oeste,2015,6047
110148,Sao Felipe D''Oeste,2016,6014
110148,Sao Felipe D''Oeste,2017,5963
110148,Sao Felipe D''Oeste,2018,5923
110148,Sao Felipe D''Oeste,2019,5880
110148,Sao Felipe D''Oeste,2020,5846
110148,Sao Felipe D''Oeste,2021,5786
110149,Sao Francisco Do Guapore,2010,16149
110149,Sao Francisco Do Guapore,2011,16382
110149,Sao Francisco Do Guapore,2012,16592
110149,Sao Francisco Do Guapore,2013,16751
110149,Sao Francisco Do Guapore,2014,16905
110149,Sao Francisco Do Guapore,2015,17047
110149,Sao Francisco Do Guapore,2016,17162
110149,Sao Francisco Do Guapore,2017,17255
110149,Sao Francisco Do Guapore,2018,17309
110149,Sao Francisco Do Guapore,2019,17379
110149,Sao Francisco Do Guapore,2020,17430
110149,Sao Francisco Do Guapore,2021,17452
110150,Seringueiras,2010,12813
110150,Seringueiras,2011,12812
110150,Seringueiras,2012,12854
110150,Seringueiras,2013,12915
110150,Seringueiras,2014,12974
110150,Seringueiras,2015,13025
110150,Seringueiras,2016,13055
110150,Seringueiras,2017,13064
110150,Seringueiras,2018,13068
110150,Seringueiras,2019,13073
110150,Seringueiras,2020,13085
110150,Seringueiras,2021,13066
110155,Teixeiropolis,2010,5036
110155,Teixeiropolis,2011,4994
110155,Teixeiropolis,2012,4953
110155,Teixeiropolis,2013,4936
110155,Teixeiropolis,2014,4912
110155,Teixeiropolis,2015,4889
110155,Teixeiropolis,2016,4848
110155,Teixeiropolis,2017,4815
110155,Teixeiropolis,2018,4781
110155,Teixeiropolis,2019,4751
110155,Teixeiropolis,2020,4725
110155,Teixeiropolis,2021,4681
110160,Theobroma,2010,10943
110160,Theobroma,2011,10811
110160,Theobroma,2012,10663
110160,Theobroma,2013,10494
110160,Theobroma,2014,10317
110160,Theobroma,2015,10149
110160,Theobroma,2016,9961
110160,Theobroma,2017,9770
110160,Theobroma,2018,9584
110160,Theobroma,2019,9416
110160,Theobroma,2020,9251
110160,Theobroma,2021,9061
110170,Urupa,2010,13383
110170,Urupa,2011,13246
110170,Urupa,2012,13139
110170,Urupa,2013,13024
110170,Urupa,2014,12911
110170,Urupa,2015,12782
110170,Urupa,2016,12643
110170,Urupa,2017,12494
110170,Urupa,2018,12338
110170,Urupa,2019,12198
110170,Urupa,2020,12053
110170,Urupa,2021,11879
110175,Vale Do Anari,2010,9551
110175,Vale Do Anari,2011,9554
110175,Vale Do Anari,2012,9511
110175,Vale Do Anari,2013,9430
110175,Vale Do Anari,2014,9349
110175,Vale Do Anari,2015,9263
110175,Vale Do Anari,2016,9178
110175,Vale Do Anari,2017,9070
110175,Vale Do Anari,2018,8962
110175,Vale Do Anari,2019,8849
110175,Vale Do Anari,2020,8748
110175,Vale Do Anari,2021,8616
110180,Vale Do Paraiso,2010,8519
110180,Vale Do Paraiso,2011,8400
110180,Vale Do Paraiso,2012,8287
110180,Vale Do Paraiso,2013,8177
110180,Vale Do Paraiso,2014,8072
110180,Vale Do Paraiso,2015,7953
110180,Vale Do Paraiso,2016,7842
110180,Vale Do Paraiso,2017,7717
110180,Vale Do Paraiso,2018,7591
110180,Vale Do Paraiso,2019,7480
110180,Vale Do Paraiso,2020,7362
110180,Vale Do Paraiso,2021,7230
120001,Acrelandia,2010,12913
120001,Acrelandia,2011,13111
120001,Acrelandia,2012,13300
120001,Acrelandia,2013,13474
120001,Acrelandia,2014,13637
120001,Acrelandia,2015,13786
120001,Acrelandia,2016,13916
120001,Acrelandia,2017,14040
120001,Acrelandia,2018,14155
120001,Acrelandia,2019,14254
120001,Acrelandia,2020,14362
120001,Acrelandia,2021,14448
120005,Assis Brasil,2010,6202
120005,Assis Brasil,2011,6375
120005,Assis Brasil,2012,6552
120005,Assis Brasil,2013,6736
120005,Assis Brasil,2014,6932
120005,Assis Brasil,2015,7124
120005,Assis Brasil,2016,7307
120005,Assis Brasil,2017,7478
120005,Assis Brasil,2018,7639
120005,Assis Brasil,2019,7818
120005,Assis Brasil,2020,7994
120005,Assis Brasil,2021,8149
120010,Brasileia,2010,21848
120010,Brasileia,2011,22354
120010,Brasileia,2012,22868
120010,Brasileia,2013,23366
120010,Brasileia,2014,23863
120010,Brasileia,2015,24352
120010,Brasileia,2016,24801
120010,Brasileia,2017,25229
120010,Brasileia,2018,25643
120010,Brasileia,2019,26049
120010,Brasileia,2020,26446
120010,Brasileia,2021,26802
120013,Bujari,2010,8642
120013,Bujari,2011,8903
120013,Bujari,2012,9231
120013,Bujari,2013,9603
120013,Bujari,2014,10001
120013,Bujari,2015,10415
120013,Bujari,2016,10816
120013,Bujari,2017,11220
120013,Bujari,2018,11616
120013,Bujari,2019,12007
120013,Bujari,2020,12396
120013,Bujari,2021,12764
120017,Capixaba,2010,8989
120017,Capixaba,2011,9217
120017,Capixaba,2012,9398
120017,Capixaba,2013,9573
120017,Capixaba,2014,9743
120017,Capixaba,2015,9913
120017,Capixaba,2016,10064
120017,Capixaba,2017,10210
120017,Capixaba,2018,10338
120017,Capixaba,2019,10465
120017,Capixaba,2020,10572
120017,Capixaba,2021,10674
120020,Cruzeiro Do Sul,2010,82291
120020,Cruzeiro Do Sul,2011,83563
120020,Cruzeiro Do Sul,2012,85207
120020,Cruzeiro Do Sul,2013,86894
120020,Cruzeiro Do Sul,2014,88522
120020,Cruzeiro Do Sul,2015,90107
120020,Cruzeiro Do Sul,2016,91507
120020,Cruzeiro Do Sul,2017,92713
120020,Cruzeiro Do Sul,2018,93737
120020,Cruzeiro Do Sul,2019,94659
120020,Cruzeiro Do Sul,2020,95495
120020,Cruzeiro Do Sul,2021,96242
120025,Epitaciolandia,2010,15455
120025,Epitaciolandia,2011,15800
120025,Epitaciolandia,2012,16163
120025,Epitaciolandia,2013,16525
120025,Epitaciolandia,2014,16885
120025,Epitaciolandia,2015,17245
120025,Epitaciolandia,2016,17571
120025,Epitaciolandia,2017,17889
120025,Epitaciolandia,2018,18188
120025,Epitaciolandia,2019,18470
120025,Epitaciolandia,2020,18759
120025,Epitaciolandia,2021,19021
120030,Feijo,2010,34302
120030,Feijo,2011,34637
120030,Feijo,2012,35114
120030,Feijo,2013,35578
120030,Feijo,2014,35999
120030,Feijo,2015,36415
120030,Feijo,2016,36730
120030,Feijo,2017,36980
120030,Feijo,2018,37155
120030,Feijo,2019,37291
120030,Feijo,2020,37394
120030,Feijo,2021,37460
120032,Jordao,2010,6692
120032,Jordao,2011,6914
120032,Jordao,2012,7165
120032,Jordao,2013,7424
120032,Jordao,2014,7689
120032,Jordao,2015,7953
120032,Jordao,2016,8202
120032,Jordao,2017,8437
120032,Jordao,2018,8645
120032,Jordao,2019,8843
120032,Jordao,2020,9042
120032,Jordao,2021,9222
120033,Mancio Lima,2010,15572
120033,Mancio Lima,2011,16006
120033,Mancio Lima,2012,16450
120033,Mancio Lima,2013,16872
120033,Mancio Lima,2014,17317
120033,Mancio Lima,2015,17755
120033,Mancio Lima,2016,18160
120033,Mancio Lima,2017,18517
120033,Mancio Lima,2018,18822
120033,Mancio Lima,2019,19109
120033,Mancio Lima,2020,19374
120033,Mancio Lima,2021,19612
120034,Manoel Urbano,2010,8131
120034,Manoel Urbano,2011,8385
120034,Manoel Urbano,2012,8711
120034,Manoel Urbano,2013,9070
120034,Manoel Urbano,2014,9441
120034,Manoel Urbano,2015,9824
120034,Manoel Urbano,2016,10190
120034,Manoel Urbano,2017,10536
120034,Manoel Urbano,2018,10864
120034,Manoel Urbano,2019,11192
120034,Manoel Urbano,2020,11531
120034,Manoel Urbano,2021,11844
120035,Marechal Thaumaturgo,2010,14501
120035,Marechal Thaumaturgo,2011,14975
120035,Marechal Thaumaturgo,2012,15402
120035,Marechal Thaumaturgo,2013,15766
120035,Marechal Thaumaturgo,2014,16112
120035,Marechal Thaumaturgo,2015,16451
120035,Marechal Thaumaturgo,2016,16743
120035,Marechal Thaumaturgo,2017,16997
120035,Marechal Thaumaturgo,2018,17165
